position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,lexrank,tfisf,btfisf,scores
18,19,39,D0901,A,APW_ENG_20041118.0081,33,0.09722,0.2955,0.01772,0.05469,4,4,0,1.52529,-0.0126569,-0.0390401,1.00655
0,19,40,D0901,A,LTW_ENG_20041118.0101,27,0.1044,0.3889,0.01782,0.06731,6,4,0,1.25955,0.306722,0.939607,1.02993
1,19,41,D0901,A,LTW_ENG_20041118.0101,32,0.147,0.4758,0.02521,0.08333,6,4,0,1.63511,0.0324339,-0.0456656,1.02153
2,19,42,D0901,A,LTW_ENG_20041118.0101,40,0.1224,0.3224,0.01016,0.02703,10,5,0,1.06528,1.45166,0.840823,0.998978
3,19,43,D0901,A,LTW_ENG_20041118.0101,45,0.1095,0.275,0.004952,0.01282,5,8,0,0.889977,1.25278,0.578692,0.986471
4,19,44,D0901,A,LTW_ENG_20041118.0101,18,0.04008,0.2353,0.005129,0.03125,2,1,0,0.828964,-0.778167,-0.951163,0.995818
5,19,45,D0901,A,LTW_ENG_20041118.0101,26,0.07502,0.3125,0.007557,0.03261,4,2,0,1.01316,-0.549252,-0.59213,0.995677
6,19,46,D0901,A,LTW_ENG_20041118.0101,12,0.03002,0.2727,0.002525,0.025,3,0,0,0.406412,-1.47756,-1.22737,0.988724
7,19,47,D0901,A,LTW_ENG_20041118.0101,21,0.05996,0.3,0.002604,0.01316,6,0,0,0.548179,-0.773559,-0.878099,0.982325
8,19,48,D0901,A,LTW_ENG_20041118.0101,29,0.1171,0.4352,0.0451,0.1731,6,7,0,1.15236,1.11704,0.709399,1.00786
9,19,49,D0901,A,LTW_ENG_20041118.0101,20,0.0796,0.4,0.02008,0.1053,3,7,0,1.52132,0.291969,0.384741,1.02333
10,19,50,D0901,A,LTW_ENG_20041118.0101,29,0.1122,0.3879,0.02296,0.08036,6,5,0,2.08613,0.911077,0.861803,1.04063
11,19,51,D0901,A,LTW_ENG_20041118.0101,12,0.0296,0.25,0,0,4,1,0,0.608068,-1.03355,-0.883722,0.99032
12,19,52,D0901,A,LTW_ENG_20041118.0101,40,0.1593,0.4,0.02008,0.05128,11,5,0,1.86682,1.26146,1.05905,1.02338
13,19,53,D0901,A,LTW_ENG_20041118.0101,23,0.03698,0.1786,0.002525,0.0125,5,1,0,0.329386,-0.460481,-0.616324,0.978495
14,19,54,D0901,A,LTW_ENG_20041118.0101,36,0.08918,0.2571,0.01727,0.05147,6,9,0,1.09958,1.2541,1.06368,1.00573
15,19,55,D0901,A,LTW_ENG_20041118.0101,38,0.1293,0.3611,0.02279,0.06429,6,7,0,1.25262,1.23572,0.618386,1.0012
16,19,56,D0901,A,LTW_ENG_20041118.0101,32,0.0895,0.3214,0.01008,0.03704,7,5,0,0.915752,0.585288,0.00928439,0.991304
17,19,57,D0901,A,LTW_ENG_20041118.0101,18,0.04485,0.2812,0.002427,0.01667,4,3,0,0.624685,-0.310654,-0.677392,0.991555
18,19,58,D0901,A,LTW_ENG_20041118.0101,30,0.08708,0.3125,0.02016,0.07407,2,1,0,1.2712,-0.58201,-0.598,0.993749
0,27,59,D0901,A,APW_ENG_20041118.0129,34,0.1218,0.3603,0.02764,0.08333,8,6,0,1.21723,1.2341,2.02573,1.02611
1,27,60,D0901,A,APW_ENG_20041118.0129,35,0.1425,0.4318,0.02026,0.0625,8,4,0,1.87774,0.909473,0.74747,1.0302
2,27,61,D0901,A,APW_ENG_20041118.0129,39,0.1643,0.4583,0.03279,0.09286,12,4,0,1.30152,0.992761,0.830527,1.00805
3,27,62,D0901,A,APW_ENG_20041118.0129,28,0.1271,0.4722,0.01484,0.05769,7,4,0,1.4686,0.620202,0.23304,1.01521
4,27,63,D0901,A,APW_ENG_20041118.0129,17,0.05964,0.3529,0.007557,0.04688,5,2,0,0.402524,-0.471328,-0.605492,0.987936
5,27,64,D0901,A,APW_ENG_20041118.0129,26,0.1094,0.4231,0.01502,0.06,6,3,0,1.02451,0.318703,-0.0764315,1.00284
6,27,65,D0901,A,APW_ENG_20041118.0129,33,0.07741,0.2583,0,0,8,3,0,0.80935,0.948252,0.327725,0.990225
7,27,66,D0901,A,APW_ENG_20041118.0129,25,0.07468,0.3,0.005129,0.02083,10,0,0,0.162574,0.0889902,-0.469164,0.971145
8,27,67,D0901,A,APW_ENG_20041118.0129,15,0.06754,0.45,0.01539,0.1071,2,3,0,1.90424,-0.896312,-0.601052,1.03335
9,27,68,D0901,A,APW_ENG_20041118.0129,18,0.07227,0.4028,0.007478,0.04412,5,4,0,1.32311,-0.253275,-0.410095,1.01113
11,27,70,D0901,A,APW_ENG_20041118.0129,15,0.05223,0.375,0.01496,0.1154,4,5,0,0.96728,-0.205225,-0.344998,1.00585
12,27,71,D0901,A,APW_ENG_20041118.0129,15,0.04725,0.3167,0.01261,0.08929,3,3,0,1.41448,-0.575747,-0.56678,1.01268
13,27,72,D0901,A,APW_ENG_20041118.0129,36,0.1709,0.5074,0.07701,0.2348,5,8,0,1.48567,1.28989,0.834686,1.0139
14,27,73,D0901,A,APW_ENG_20041118.0129,20,0.06214,0.3289,0.007655,0.04167,3,1,0,0.621012,-0.837705,-0.743727,0.987915
15,27,74,D0901,A,APW_ENG_20041118.0129,12,0.03252,0.2955,0,0,2,2,0,0.688184,-1.20579,-1.0756,0.994592
16,27,75,D0901,A,APW_ENG_20041118.0129,33,0.05462,0.1774,0,0,5,0,0,0.132625,0.0266402,-0.575201,0.964238
17,27,76,D0901,A,APW_ENG_20041118.0129,32,0.112,0.375,0.005129,0.01724,5,2,0,0.976007,0.070134,-0.106315,0.993941
18,27,77,D0901,A,APW_ENG_20041118.0129,17,0.06237,0.3676,0.002604,0.01562,6,1,0,0.645517,-0.375818,-0.557871,0.992952
19,27,78,D0901,A,APW_ENG_20041118.0129,18,0.0751,0.4167,0.005129,0.02941,6,0,0,0.239778,-0.501525,-0.88449,0.974842
20,27,79,D0901,A,APW_ENG_20041118.0129,37,0.07979,0.2,0.007576,0.01923,8,4,0,0.525278,1.40871,0.56308,0.981743
21,27,80,D0901,A,APW_ENG_20041118.0129,10,0.02737,0.275,0.002604,0.02778,2,0,0,0.101417,-1.34343,-1.30746,0.975273
22,27,81,D0901,A,APW_ENG_20041118.0129,21,0.05464,0.2895,0,0,8,0,0,0.0709509,-0.403366,-0.771453,0.972544
23,27,82,D0901,A,APW_ENG_20041118.0129,18,0.02469,0.1667,0,0,3,0,0,0.322804,-1.12307,-1.1929,0.973618
24,27,83,D0901,A,APW_ENG_20041118.0129,27,0.06995,0.28,0,0,7,3,0,0.855491,0.241382,-0.201718,0.992707
25,27,84,D0901,A,APW_ENG_20041118.0129,17,0.05489,0.3235,0.007557,0.04688,7,1,0,0.463354,-0.171693,-0.608977,0.985149
26,27,85,D0901,A,APW_ENG_20041118.0129,31,0.08741,0.3017,0.002525,0.008929,6,4,0,0.926354,0.303654,-0.220543,0.990047
0,16,86,D0901,A,APW_ENG_20041119.0095,31,0.07477,0.25,0.002525,0.008621,4,3,0,1.36103,0.352806,0.993581,1.02861
1,16,87,D0901,A,APW_ENG_20041119.0095,40,0.1794,0.4737,0.0379,0.1014,8,9,0,2.24489,1.58221,1.61276,1.04098
2,16,88,D0901,A,APW_ENG_20041119.0095,19,0.02262,0.1184,0,0,3,6,0,0.845527,-0.086734,-0.459833,1.00263
3,16,89,D0901,A,APW_ENG_20041119.0095,41,0.05987,0.1622,0,0,9,2,0,0.205522,0.310757,-0.340079,0.961758
4,16,90,D0901,A,APW_ENG_20041119.0095,42,0.1746,0.4268,0.02257,0.05625,10,5,0,1.90932,1.75229,1.184,1.0225
5,16,91,D0901,A,APW_ENG_20041119.0095,25,0.1106,0.4583,0.02068,0.08696,4,3,0,1.83143,-0.42435,-0.498715,1.02199
6,16,92,D0901,A,APW_ENG_20041119.0095,15,0.07485,0.5,0.02016,0.1429,2,3,0,1.83075,-0.882934,-0.62565,1.02488
7,16,93,D0901,A,APW_ENG_20041119.0095,17,0.05473,0.3438,0.005031,0.03333,2,3,0,1.11469,-1.01416,-0.863956,1.00441
8,16,94,D0901,A,APW_ENG_20041119.0095,23,0.09223,0.4205,0.007655,0.03571,2,3,0,1.30795,-0.863103,-0.679107,1.0025
9,16,95,D0901,A,APW_ENG_20041119.0095,22,0.09731,0.4643,0.01505,0.075,5,3,0,1.59346,-0.223449,-0.246983,1.02264
10,16,96,D0901,A,APW_ENG_20041119.0095,37,0.1808,0.5368,0.08204,0.25,6,7,1,1.37178,1.27625,0.729584,1.0086
11,16,97,D0901,A,APW_ENG_20041119.0095,19,0.06248,0.3472,0,0,4,1,0,0.516547,-0.523218,-0.814827,0.987075
12,16,98,D0901,A,APW_ENG_20041119.0095,29,0.09231,0.3304,0.01016,0.03704,5,5,0,0.658738,0.654451,0.0984859,0.988828
13,16,99,D0901,A,APW_ENG_20041119.0095,37,0.1223,0.3403,0.002604,0.007143,7,7,0,1.36889,0.566108,0.387399,1.0051
14,16,100,D0901,A,APW_ENG_20041119.0095,28,0.09972,0.3704,0.01503,0.05769,4,7,0,1.11437,0.648929,0.344855,1.00323
15,16,101,D0901,A,APW_ENG_20041119.0095,10,0.02752,0.275,0.01016,0.1111,2,1,0,0.625208,-1.26014,-1.10248,0.989663
0,23,102,D0901,A,LTW_ENG_20041123.0130,28,0.1345,0.4821,0.0305,0.1111,5,4,0,1.68805,0.105797,0.704288,1.04163
1,23,103,D0901,A,LTW_ENG_20041123.0130,33,0.08473,0.2656,0.01259,0.04032,5,10,0,0.667709,1.24657,0.692444,0.995407
2,23,104,D0901,A,LTW_ENG_20041123.0130,21,0.07675,0.369,0.004952,0.025,6,1,0,0.700736,-0.505029,-0.449188,1.00091
3,23,105,D0901,A,LTW_ENG_20041123.0130,43,0.2266,0.5291,0.1049,0.25,10,8,1,2.28565,1.68801,1.7053,1.03676
4,23,106,D0901,A,LTW_ENG_20041123.0130,26,0.07975,0.2963,0.007734,0.02885,4,3,0,0.848503,-0.137182,-0.504124,0.994472
5,23,107,D0901,A,LTW_ENG_20041123.0130,20,0.06727,0.3375,0.01278,0.06579,4,4,0,1.47824,-0.0208618,-0.165702,1.02152
6,23,108,D0901,A,LTW_ENG_20041123.0130,34,0.09472,0.2879,0.005031,0.01562,9,0,0,0.633422,0.556308,0.241045,0.981806
7,23,109,D0901,A,LTW_ENG_20041123.0130,19,0.08774,0.4861,0.005208,0.02941,4,1,0,1.28692,-0.886461,-0.830086,1.00927
8,23,110,D0901,A,LTW_ENG_20041123.0130,23,0.04225,0.1848,0.005051,0.02273,7,3,0,0.508487,0.301595,-0.257903,0.983217
9,23,111,D0901,A,LTW_ENG_20041123.0130,25,0.07712,0.31,0.01261,0.05208,6,1,0,1.15803,-0.100013,-0.170826,1.00382
10,23,112,D0901,A,LTW_ENG_20041123.0130,18,0.06496,0.3611,0.007655,0.04412,3,3,0,1.01287,-0.391238,-0.545685,0.999649
11,23,113,D0901,A,LTW_ENG_20041123.0130,41,0.08218,0.2171,0.01513,0.04054,9,6,0,0.592182,0.342041,-0.0658766,0.976813
12,23,114,D0901,A,LTW_ENG_20041123.0130,24,0.05481,0.25,0,0,4,0,0,0.389408,-0.442717,-0.726434,0.974303
13,23,115,D0901,A,LTW_ENG_20041123.0130,29,0.09,0.3333,0.01271,0.04808,4,6,0,0.477448,0.138306,-0.425167,0.980228
14,23,116,D0901,A,LTW_ENG_20041123.0130,14,0.04491,0.3462,0.007459,0.0625,4,2,0,1.17199,-0.701296,-0.821504,1.00666
15,23,117,D0901,A,LTW_ENG_20041123.0130,46,0.1596,0.3636,0.02034,0.04651,11,3,0,1.37658,1.30617,1.21199,1.00213
16,23,118,D0901,A,LTW_ENG_20041123.0130,40,0.1449,0.3919,0.01269,0.03472,4,7,0,1.5464,1.25312,0.490131,1.00926
17,23,119,D0901,A,LTW_ENG_20041123.0130,27,0.09739,0.39,0.007734,0.03125,6,1,0,0.580571,-0.538354,-0.732017,0.975636
18,23,120,D0901,A,LTW_ENG_20041123.0130,48,0.1621,0.3533,0.01016,0.02222,8,7,0,1.09721,1.3606,0.593663,0.989016
19,23,121,D0901,A,LTW_ENG_20041123.0130,26,0.1043,0.42,0.009984,0.04167,4,3,0,1.02027,0.335965,0.108599,1.0006
20,23,122,D0901,A,LTW_ENG_20041123.0130,10,0.02977,0.3,0.004952,0.05556,1,1,0,0.545585,-1.26467,-1.24901,0.988321
21,23,123,D0901,A,LTW_ENG_20041123.0130,35,0.1045,0.3182,0.01746,0.05469,7,6,0,1.30401,0.519617,0.272365,1.00409
22,23,124,D0901,A,LTW_ENG_20041123.0130,34,0.06246,0.1953,0.002525,0.008065,6,3,0,0.802249,0.295289,-0.192158,0.98603
0,15,125,D0901,A,AFP_ENG_20050119.0019,30,0.1318,0.4417,0.01991,0.06897,7,4,0,2.07948,0.924009,1.66256,1.05506
1,15,126,D0901,A,AFP_ENG_20050119.0019,22,0.06985,0.3182,0.002604,0.0119,7,0,0,0.259719,-0.22298,-0.644539,0.983777
2,15,127,D0901,A,AFP_ENG_20050119.0019,22,0.04991,0.25,0.002525,0.01316,6,0,0,0.578657,-0.487934,-0.657293,0.99095
3,15,128,D0901,A,AFP_ENG_20050119.0019,9,0.03502,0.3889,0.002525,0.03125,2,0,0,0.532349,-1.14992,-1.01229,0.991107
4,15,129,D0901,A,AFP_ENG_20050119.0019,16,0.08225,0.5156,0.03015,0.2,4,0,0,1.03568,-0.897392,-0.876334,1.00368
5,15,130,D0901,A,AFP_ENG_20050119.0019,33,0.1379,0.4435,0.01756,0.05833,4,3,0,1.75368,0.29266,0.245068,1.01848
6,15,131,D0901,A,AFP_ENG_20050119.0019,40,0.1572,0.4375,0.02034,0.05714,9,5,0,1.97545,1.58014,1.36188,1.02945
7,15,132,D0901,A,AFP_ENG_20050119.0019,26,0.06006,0.24,0,0,4,9,0,1.15066,0.409345,0.253128,1.00671
8,15,133,D0901,A,AFP_ENG_20050119.0019,9,0.0351,0.3889,0.002604,0.03125,4,0,0,0.58933,-1.15587,-1.10623,0.996804
9,15,134,D0901,A,AFP_ENG_20050119.0019,11,0.03752,0.375,0,0,2,3,0,1.12735,-0.988267,-0.775527,1.00715
10,15,135,D0901,A,AFP_ENG_20050119.0019,25,0.07012,0.28,0,0,4,4,0,1.37988,-0.254984,-0.0701177,1.01355
11,15,136,D0901,A,AFP_ENG_20050119.0019,21,0.08966,0.4286,0.01261,0.0625,5,5,0,0.656799,-0.427002,-0.475842,0.991912
12,15,137,D0901,A,AFP_ENG_20050119.0019,19,0.04991,0.2632,0,0,7,5,0,0.52175,0.0287995,-0.292374,0.992103
13,15,138,D0901,A,AFP_ENG_20050119.0019,32,0.08218,0.2845,0.01251,0.04464,5,0,0,0.280996,0.0553009,-0.416846,0.969492
14,15,139,D0901,A,AFP_ENG_20050119.0019,16,0.06512,0.4062,0.005208,0.03333,4,1,0,0.397437,-0.541953,-0.754902,0.987014
0,12,140,D0901,A,AFP_ENG_20050312.0019,32,0.1621,0.5078,0.05534,0.1774,6,3,0,2.0863,0.843499,1.56827,1.05403
1,12,141,D0901,A,AFP_ENG_20050312.0019,20,0.08696,0.4375,0.01261,0.06579,2,7,0,1.38549,-0.270105,-0.2099,1.02015
2,12,142,D0901,A,AFP_ENG_20050312.0019,26,0.132,0.53,0.03257,0.1354,6,4,0,1.79949,-0.0540499,0.261696,1.02837
3,12,143,D0901,A,AFP_ENG_20050312.0019,37,0.1431,0.3958,0.04074,0.1143,11,1,0,1.18149,0.834645,0.368864,0.99776
4,12,144,D0901,A,AFP_ENG_20050312.0019,34,0.08948,0.2647,0.01026,0.0303,8,3,0,1.21468,0.716546,0.423321,1.00376
5,12,145,D0901,A,AFP_ENG_20050312.0019,15,0.09524,0.6333,0.0305,0.2143,3,3,0,1.85367,-0.869133,-0.604991,1.03173
7,12,147,D0901,A,AFP_ENG_20050312.0019,19,0.07485,0.3947,0.005129,0.02778,3,2,0,1.09175,-0.65814,-0.640866,1.00526
8,12,148,D0901,A,AFP_ENG_20050312.0019,31,0.09723,0.3362,0,0,5,3,0,1.52398,0.704477,0.268563,1.01585
9,12,149,D0901,A,AFP_ENG_20050312.0019,22,0.05723,0.2875,0,0,4,2,0,0.793664,0.152588,-0.241452,0.995928
10,12,150,D0901,A,AFP_ENG_20050312.0019,32,0.1045,0.3387,0.002604,0.008333,7,5,0,1.68059,0.758251,0.858227,1.02231
11,12,151,D0901,A,AFP_ENG_20050312.0019,27,0.102,0.41,0.02249,0.09375,3,1,0,0.402224,-0.673206,-0.779765,0.974101
0,5,152,D0901,A,APW_ENG_20050321.0478,19,0.08218,0.4342,0.01261,0.06944,7,1,0,1.59409,-0.00856467,0.570349,1.04144
1,5,153,D0901,A,APW_ENG_20050321.0478,33,0.1547,0.4697,0.03528,0.1094,7,6,0,2.19004,0.769563,0.462543,1.03929
2,5,154,D0901,A,APW_ENG_20050321.0478,37,0.1444,0.4531,0.01241,0.04032,6,7,0,1.68656,0.749876,0.901643,1.01946
3,5,155,D0901,A,APW_ENG_20050321.0478,22,0.06977,0.3182,0.01251,0.05952,5,6,0,1.12653,-0.0715145,0.0193347,1.00952
4,5,156,D0901,A,APW_ENG_20050321.0478,33,0.1022,0.3203,0.01519,0.04839,10,0,0,0.554992,0.00336093,-0.00409976,0.979525
0,23,157,D0901,A,APW_ENG_20050408.0034,40,0.1544,0.3875,0.02762,0.07051,9,5,0,1.26831,1.61361,2.47021,1.03112
1,23,158,D0901,A,APW_ENG_20050408.0034,37,0.06987,0.1944,0,0,5,3,0,0.590654,1.22995,0.946196,0.991219
2,23,159,D0901,A,APW_ENG_20050408.0034,23,0.05719,0.2738,0.007459,0.0375,4,3,0,0.711986,-0.592916,-0.538775,0.994593
3,23,160,D0901,A,APW_ENG_20050408.0034,11,0.02987,0.2727,0,0,4,1,0,0.702726,-0.871679,-0.722797,1.00229
4,23,161,D0901,A,APW_ENG_20050408.0034,36,0.1575,0.45,0.03042,0.08824,7,1,0,1.3726,0.749524,0.303158,1.00071
5,23,162,D0901,A,APW_ENG_20050408.0034,49,0.1369,0.3056,0.007655,0.01705,12,0,0,0.33556,1.09878,0.406801,0.96352
6,23,163,D0901,A,APW_ENG_20050408.0034,44,0.1175,0.3092,0.02277,0.06081,5,5,0,1.65654,0.839077,0.605506,1.00837
7,23,164,D0901,A,APW_ENG_20050408.0034,35,0.08989,0.2647,0.007636,0.02273,11,3,0,0.499722,0.996102,0.263114,0.979994
8,23,165,D0901,A,APW_ENG_20050408.0034,11,0.04258,0.3864,0.002604,0.025,3,0,0,0.597067,-1.27451,-1.06394,0.989939
9,23,166,D0901,A,APW_ENG_20050408.0034,55,0.1796,0.3462,0.03257,0.06373,12,5,0,1.26386,2.74391,2.06421,0.998618
10,23,167,D0901,A,APW_ENG_20050408.0034,32,0.08241,0.275,0.007557,0.02586,7,0,0,0.379125,-0.109106,-0.294741,0.976202
11,23,168,D0901,A,APW_ENG_20050408.0034,18,0.0326,0.1912,0.007636,0.04688,7,0,0,0.300087,-0.174842,-0.254241,0.984502
13,23,170,D0901,A,APW_ENG_20050408.0034,27,0.09997,0.3846,0.005129,0.02,3,3,0,1.6042,-0.244033,-0.24628,1.01565
14,23,171,D0901,A,APW_ENG_20050408.0034,14,0.02746,0.1964,0,0,3,1,0,0.752363,-0.753695,-0.748841,0.994767
15,23,172,D0901,A,APW_ENG_20050408.0034,23,0.0775,0.337,0.01008,0.04545,8,2,0,0.46598,0.0690664,-0.0973978,0.986849
16,23,173,D0901,A,APW_ENG_20050408.0034,16,0.0425,0.2833,0,0,3,0,0,0.0798086,-0.469076,-0.782233,0.973607
17,23,174,D0901,A,APW_ENG_20050408.0034,46,0.1147,0.2805,0.007636,0.01875,7,5,0,1.04146,0.593014,0.215915,0.984415
18,23,175,D0901,A,APW_ENG_20050408.0034,12,0.02985,0.25,0,0,1,0,0,0.0835087,-1.17857,-1.21088,0.973588
19,23,176,D0901,A,APW_ENG_20050408.0034,32,0.08989,0.3103,0.007636,0.02679,5,5,0,1.02603,0.55388,0.0815848,0.996486
20,23,177,D0901,A,APW_ENG_20050408.0034,12,0.04235,0.3542,0,0,1,0,0,0.12188,-1.1205,-1.24696,0.973947
21,23,178,D0901,A,APW_ENG_20050408.0034,13,0.01239,0.1042,0,0,2,1,0,0.136817,-1.216,-1.23017,0.977489
22,23,179,D0901,A,APW_ENG_20050408.0034,27,0.05233,0.2188,0,0,5,0,0,0.120875,-0.651411,-0.972262,0.961602
0,11,0,D0902,A,APW_ENG_20041011.0452,46,0.1139,0.25,0.01786,0.03977,13,3,0,1.08942,2.0747,3.01023,1.02535
1,11,1,D0902,A,APW_ENG_20041011.0452,17,0.02776,0.1719,0.002525,0.01667,2,4,0,0.332278,-0.561766,-0.769464,0.99221
2,11,2,D0902,A,APW_ENG_20041011.0452,21,0.0936,0.4625,0.01281,0.06579,3,0,0,0.797629,-0.679533,-0.732214,0.994658
3,11,3,D0902,A,APW_ENG_20041011.0452,28,0.08085,0.3077,0.01273,0.05,9,2,0,1.22369,0.686635,0.198604,1.00864
4,11,4,D0902,A,APW_ENG_20041011.0452,13,0.05036,0.4167,0.005051,0.04545,2,0,0,0.505088,-1.09653,-1.07031,0.992215
5,11,5,D0902,A,APW_ENG_20041011.0452,40,0.1238,0.3063,0.02054,0.05128,8,4,0,1.32782,1.3823,0.792674,1.00257
6,11,6,D0902,A,APW_ENG_20041011.0452,27,0.05554,0.22,0.002525,0.01042,5,2,0,0.524879,0.502243,-0.0655611,0.988661
7,11,7,D0902,A,APW_ENG_20041011.0452,17,0.03544,0.2188,0,0,5,1,0,0.314106,-0.788109,-0.842611,0.985062
8,11,8,D0902,A,APW_ENG_20041011.0452,13,0.01518,0.125,0.005051,0.04545,3,1,0,0.391553,-1.03053,-1.07206,0.988534
9,11,9,D0902,A,APW_ENG_20041011.0452,35,0.1111,0.3438,0.002525,0.008065,7,2,0,0.312206,0.127541,-0.309452,0.967553
10,11,10,D0902,A,APW_ENG_20041011.0452,28,0.03531,0.14,0,0,4,8,0,0.381634,0.433488,-0.076402,0.982149
0,31,11,D0902,A,APW_ENG_20041017.0142,28,0.0934,0.3426,0.002525,0.009615,8,2,0,1.59633,0.452404,1.11023,1.03909
1,31,12,D0902,A,APW_ENG_20041017.0142,31,0.1389,0.4741,0.05595,0.1964,9,0,0,2.12666,0.437796,0.275543,1.03333
