group,set,method,scorer,r,cost,len,rouge1_P,rouge1_R,rouge2_P,rouge2_R,idxs
D0908,A,greedy1,R2,0.3,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,am,0.4,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,hm,0.4,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,R2,0.4,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,am,0.5,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,hm,0.5,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,R2,0.5,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,am,0.6,102,3,0.4688,0.4445,0.1658,0.1571,0:47:53
D0908,A,greedy1,hm,0.6,102,3,0.4688,0.4445,0.1658,0.1571,0:53:47
D0908,A,greedy1,R2,0.6,102,3,0.4688,0.4445,0.1658,0.1571,0:53:47
D0909,B,greedy1,am,0,101,3,0.4079,0.3886,0.1117,0.1084,95:17:92
D0909,B,greedy1,hm,0,103,4,0.3971,0.4089,0.1782,0.1873,95:93:19:92
D0909,B,greedy1,R2,0,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,am,0.1,104,4,0.4240,0.4349,0.1584,0.1657,95:81:19:21
D0909,B,greedy1,hm,0.1,103,4,0.3971,0.4089,0.1782,0.1873,95:93:19:92
D0909,B,greedy1,R2,0.1,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,am,0.3,104,4,0.4240,0.4349,0.1584,0.1657,95:81:19:21
D0909,B,greedy1,hm,0.3,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,R2,0.3,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,am,0.4,96,3,0.4441,0.4198,0.1694,0.1633,95:81:19
D0909,B,greedy1,hm,0.4,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,R2,0.4,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,am,0.5,96,3,0.4441,0.4198,0.1694,0.1633,95:81:19
D0909,B,greedy1,hm,0.5,103,4,0.3971,0.4089,0.1782,0.1873,93:95:19:92
D0909,B,greedy1,R2,0.5,94,3,0.4016,0.3810,0.1855,0.1794,93:19:95
D0909,B,greedy1,am,0.6,96,3,0.4441,0.4198,0.1694,0.1633,95:81:19
D0909,B,greedy1,hm,0.6,94,3,0.4016,0.3810,0.1855,0.1794,93:19:95
D0909,B,greedy1,R2,0.6,94,3,0.4016,0.3810,0.1855,0.1794,93:19:95
D0909,A,greedy1,am,0,100,2,0.4381,0.4268,0.1120,0.1090,74:93
D0909,A,greedy1,hm,0,100,3,0.4814,0.4541,0.2043,0.1932,38:4:100
D0909,A,greedy1,R2,0,100,3,0.4814,0.4541,0.2043,0.1932,38:4:100
D0909,A,greedy1,am,0.1,100,3,0.4716,0.4593,0.1589,0.1549,74:38:39
D0909,A,greedy1,hm,0.1,100,3,0.4814,0.4541,0.2043,0.1932,38:4:100
D0909,A,greedy1,R2,0.1,100,4,0.4948,0.4770,0.2263,0.2187,38:4:83:39
D0909,A,greedy1,am,0.3,104,4,0.5000,0.4923,0.2216,0.2193,38:4:13:39
D0909,A,greedy1,hm,0.3,104,4,0.5000,0.4923,0.2216,0.2193,38:4:13:39
D0909,A,greedy1,R2,0.3,100,4,0.4948,0.4770,0.2263,0.2187,38:4:83:39
D0909,A,greedy1,am,0.4,104,4,0.5000,0.4923,0.2216,0.2193,38:4:13:39
D0909,A,greedy1,hm,0.4,100,4,0.4948,0.4770,0.2263,0.2187,38:4:83:39
D0909,A,greedy1,R2,0.4,100,4,0.4948,0.4770,0.2263,0.2187,38:4:83:39
D0909,A,greedy1,am,0.5,104,4,0.5000,0.4923,0.2216,0.2193,38:4:13:39
D0909,A,greedy1,hm,0.5,100,4,0.4948,0.4770,0.2263,0.2187,38:4:83:39
D0909,A,greedy1,R2,0.5,100,4,0.4948,0.4770,0.2263,0.2187,4:83:38:39
D0909,A,greedy1,am,0.6,95,4,0.5194,0.4691,0.2275,0.2059,38:4:21:39
D0909,A,greedy1,hm,0.6,100,4,0.4948,0.4770,0.2263,0.2187,38:4:39:83
D0909,A,greedy1,R2,0.6,100,4,0.4948,0.4770,0.2263,0.2187,4:83:39:38
D0904,B,greedy1,am,0,103,3,0.4242,0.4154,0.1199,0.1189,177:46:188
D0904,B,greedy1,hm,0,104,3,0.3925,0.3885,0.1465,0.1461,63:177:53
D0904,B,greedy1,R2,0,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,am,0.1,103,3,0.4242,0.4154,0.1199,0.1189,177:46:188
D0904,B,greedy1,hm,0.1,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,R2,0.1,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,am,0.3,103,3,0.4242,0.4154,0.1199,0.1189,177:46:188
D0904,B,greedy1,hm,0.3,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,R2,0.3,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,am,0.4,98,3,0.4335,0.4032,0.1290,0.1218,177:46:60
D0904,B,greedy1,hm,0.4,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,R2,0.4,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,am,0.5,102,3,0.4318,0.4207,0.2117,0.2066,46:84:63
D0904,B,greedy1,hm,0.5,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,R2,0.5,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,am,0.6,102,3,0.4318,0.4207,0.2117,0.2066,46:84:63
D0904,B,greedy1,hm,0.6,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0904,B,greedy1,R2,0.6,102,3,0.4318,0.4207,0.2117,0.2066,63:84:46
D0903,A,greedy1,am,0,103,3,0.3813,0.3812,0.0714,0.0706,188:104:200
D0903,A,greedy1,hm,0,103,5,0.4394,0.4388,0.1531,0.1512,177:70:197:196:201
D0903,A,greedy1,R2,0,102,5,0.4227,0.4142,0.1589,0.1537,177:70:197:196:168
D0903,A,greedy1,am,0.1,103,3,0.3813,0.3812,0.0714,0.0706,188:104:200
D0903,A,greedy1,hm,0.1,103,5,0.4394,0.4388,0.1531,0.1512,177:70:197:196:201
D0903,A,greedy1,R2,0.1,100,5,0.4219,0.4091,0.1605,0.1537,70:177:197:196:88
D0903,A,greedy1,am,0.3,102,3,0.3969,0.3875,0.1068,0.1022,188:177:70
D0903,A,greedy1,hm,0.3,100,5,0.4219,0.4091,0.1605,0.1537,70:177:197:196:88
D0903,A,greedy1,R2,0.3,100,5,0.4219,0.4091,0.1605,0.1537,70:177:197:196:88
D0903,A,greedy1,am,0.4,97,4,0.4489,0.4217,0.1440,0.1336,197:177:70:200
D0903,A,greedy1,hm,0.4,100,5,0.4219,0.4091,0.1605,0.1537,70:177:197:196:88
D0903,A,greedy1,R2,0.4,92,4,0.4403,0.3912,0.1695,0.1487,196:70:197:177
D0903,A,greedy1,am,0.5,97,4,0.4489,0.4217,0.1440,0.1336,197:177:70:200
D0903,A,greedy1,hm,0.5,102,5,0.4227,0.4142,0.1615,0.1565,70:196:177:197:168
D0903,A,greedy1,R2,0.5,92,4,0.4403,0.3912,0.1695,0.1487,196:70:197:177
D0903,A,greedy1,am,0.6,103,5,0.4394,0.4388,0.1531,0.1512,197:70:177:196:201
D0903,A,greedy1,hm,0.6,92,4,0.4403,0.3912,0.1695,0.1487,196:70:197:177
D0903,A,greedy1,R2,0.6,92,4,0.4403,0.3912,0.1695,0.1487,196:70:197:177
D0907,A,greedy1,am,0,101,3,0.5581,0.5454,0.2653,0.2592,207:0:107
D0907,A,greedy1,hm,0,101,3,0.5581,0.5454,0.2653,0.2592,207:0:107
D0907,A,greedy1,R2,0,104,3,0.5000,0.5087,0.2623,0.2666,207:0:16
D0907,A,greedy1,am,0.1,101,3,0.5581,0.5454,0.2653,0.2592,207:0:107
D0907,A,greedy1,hm,0.1,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,R2,0.1,104,3,0.5000,0.5087,0.2623,0.2666,207:0:16
D0907,A,greedy1,am,0.3,101,3,0.5581,0.5454,0.2653,0.2592,207:0:107
D0907,A,greedy1,hm,0.3,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,R2,0.3,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,am,0.4,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,hm,0.4,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,R2,0.4,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0907,A,greedy1,am,0.5,97,3,0.5599,0.5305,0.2763,0.2615,207:0:237
D0907,A,greedy1,hm,0.5,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0907,A,greedy1,R2,0.5,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0907,A,greedy1,am,0.6,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0907,A,greedy1,hm,0.6,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0907,A,greedy1,R2,0.6,85,2,0.5863,0.4863,0.3012,0.2492,207:0
D0902,A,greedy1,am,0,104,3,0.3627,0.3736,0.0916,0.0944,35:142:168
D0902,A,greedy1,hm,0,103,3,0.3852,0.3812,0.1392,0.1377,12:164:94
D0902,A,greedy1,R2,0,103,3,0.3852,0.3812,0.1392,0.1377,12:164:94
D0902,A,greedy1,am,0.1,104,4,0.4044,0.4164,0.1015,0.1045,35:109:144:106
D0902,A,greedy1,hm,0.1,103,3,0.3852,0.3812,0.1392,0.1377,12:164:94
D0902,A,greedy1,R2,0.1,103,3,0.3852,0.3812,0.1392,0.1377,12:164:94
D0902,A,greedy1,am,0.3,98,3,0.4211,0.4040,0.1303,0.1250,12:109:94
D0902,A,greedy1,hm,0.3,98,4,0.4388,0.4166,0.1478,0.1402,168:109:133:12
D0902,A,greedy1,R2,0.3,98,4,0.4388,0.4166,0.1478,0.1402,168:109:133:12
D0902,A,greedy1,am,0.4,102,4,0.4158,0.4242,0.1275,0.1302,168:109:94:163
D0902,A,greedy1,hm,0.4,96,6,0.4441,0.4213,0.1559,0.1477,168:109:133:51:54:131
D0902,A,greedy1,R2,0.4,102,5,0.4184,0.4140,0.1521,0.1503,168:109:133:51:162
D0902,A,greedy1,am,0.5,96,6,0.4521,0.4289,0.1559,0.1478,168:109:51:133:54:106
D0902,A,greedy1,hm,0.5,96,6,0.4441,0.4213,0.1586,0.1502,168:109:51:133:54:131
D0902,A,greedy1,R2,0.5,96,6,0.4441,0.4213,0.1559,0.1477,168:109:133:51:54:131
D0902,A,greedy1,am,0.6,64,4,0.5317,0.3382,0.1815,0.1146,168:109:51:54
D0902,A,greedy1,hm,0.6,87,5,0.4676,0.4011,0.1667,0.1426,168:109:51:133:54
D0902,A,greedy1,R2,0.6,16,1,0.6562,0.1061,0.3333,0.0510,168
D0915,B,greedy1,am,0,102,3,0.5052,0.5219,0.1979,0.2035,84:53:81
D0915,B,greedy1,hm,0,102,3,0.5052,0.5219,0.1979,0.2035,81:53:84
D0915,B,greedy1,R2,0,102,3,0.5052,0.5219,0.1979,0.2035,81:53:84
D0915,B,greedy1,am,0.1,102,3,0.5052,0.5219,0.1979,0.2035,84:53:81
D0915,B,greedy1,hm,0.1,102,3,0.5052,0.5219,0.1979,0.2035,81:53:84
D0915,B,greedy1,R2,0.1,102,3,0.5052,0.5219,0.1979,0.2035,81:53:84
D0915,B,greedy1,am,0.3,102,3,0.5052,0.5219,0.1979,0.2035,84:53:81
D0915,B,greedy1,hm,0.3,102,3,0.5052,0.5219,0.1979,0.2035,81:53:84
D0915,B,greedy1,R2,0.3,102,4,0.5051,0.5294,0.2139,0.2228,81:53:28:80
D0915,B,greedy1,am,0.4,102,3,0.5052,0.5219,0.1979,0.2035,84:53:81
D0915,B,greedy1,hm,0.4,99,4,0.5211,0.5281,0.2207,0.2214,81:53:80:55
D0915,B,greedy1,R2,0.4,102,4,0.5051,0.5294,0.2139,0.2228,81:53:28:80
D0915,B,greedy1,am,0.5,99,4,0.5211,0.5281,0.2207,0.2214,81:53:80:55
D0915,B,greedy1,hm,0.5,99,4,0.5211,0.5281,0.2207,0.2214,81:53:80:55
D0915,B,greedy1,R2,0.5,102,4,0.5051,0.5294,0.2139,0.2228,81:53:28:80
D0915,B,greedy1,am,0.6,99,4,0.5211,0.5281,0.2207,0.2214,81:53:80:55
D0915,B,greedy1,hm,0.6,99,4,0.5211,0.5281,0.2207,0.2209,81:53:55:80
D0915,B,greedy1,R2,0.6,90,4,0.4971,0.4621,0.2209,0.2034,81:0:80:55
D0905,B,greedy1,am,0,103,3,0.3662,0.3893,0.1224,0.1281,113:11:39
D0905,B,greedy1,hm,0,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,R2,0,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,am,0.1,103,3,0.3662,0.3893,0.1224,0.1281,113:11:39
D0905,B,greedy1,hm,0.1,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,R2,0.1,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,am,0.3,104,4,0.3675,0.3942,0.1288,0.1363,113:11:196:191
D0905,B,greedy1,hm,0.3,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,R2,0.3,103,4,0.3636,0.3867,0.1352,0.1413,113:11:196:115
D0905,B,greedy1,am,0.4,104,4,0.3675,0.3942,0.1288,0.1363,11:113:196:191
D0905,B,greedy1,hm,0.4,103,4,0.3636,0.3867,0.1352,0.1413,11:113:196:115
D0905,B,greedy1,R2,0.4,103,4,0.3636,0.3867,0.1352,0.1413,11:113:196:115
D0905,B,greedy1,am,0.5,95,3,0.3819,0.3740,0.1417,0.1363,11:113:196
D0905,B,greedy1,hm,0.5,95,3,0.3819,0.3740,0.1417,0.1363,11:113:196
D0905,B,greedy1,R2,0.5,95,3,0.3819,0.3740,0.1417,0.1363,11:113:196
D0905,B,greedy1,am,0.6,95,3,0.3819,0.3740,0.1417,0.1363,11:113:196
D0905,B,greedy1,hm,0.6,102,4,0.3648,0.3847,0.1521,0.1585,11:12:198:145
D0905,B,greedy1,R2,0.6,102,4,0.3648,0.3847,0.1521,0.1585,11:12:198:145
D0921,B,greedy1,am,0,104,3,0.4480,0.4550,0.1625,0.1644,25:39:32
D0921,B,greedy1,hm,0,103,3,0.4470,0.4439,0.1735,0.1703,34:39:32
D0921,B,greedy1,R2,0,103,3,0.4470,0.4439,0.1735,0.1703,34:39:32
D0921,B,greedy1,am,0.1,102,3,0.4948,0.4831,0.1875,0.1820,25:34:7
D0921,B,greedy1,hm,0.1,103,3,0.4470,0.4439,0.1735,0.1703,34:39:32
D0921,B,greedy1,R2,0.1,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,am,0.3,102,3,0.4948,0.4831,0.1875,0.1820,25:34:7
D0921,B,greedy1,hm,0.3,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,R2,0.3,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,am,0.4,99,3,0.4896,0.4731,0.1921,0.1853,25:34:33
D0921,B,greedy1,hm,0.4,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,R2,0.4,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,am,0.5,99,3,0.4896,0.4731,0.1921,0.1853,25:34:33
D0921,B,greedy1,hm,0.5,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,R2,0.5,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,am,0.6,99,3,0.4896,0.4731,0.1921,0.1853,25:34:33
D0921,B,greedy1,hm,0.6,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
D0921,B,greedy1,R2,0.6,104,4,0.5202,0.5186,0.2117,0.2105,34:7:33:32
