group,set,method,scorer,r,cost,len,rouge1_P,rouge1_R,rouge2_P,rouge2_R,idxs
d30020,,greedy1,hm,0.3,101,4,0.4184,0.3736,0.1516,0.1348,22:154:81:21
d30020,,greedy1,R1,0.3,103,3,0.4075,0.3835,0.1111,0.1046,124:98:154
d30020,,greedy1,R2,0.3,101,4,0.4184,0.3736,0.1516,0.1348,22:154:81:21
d30020,,greedy1,am,0.4,104,4,0.4053,0.3934,0.1127,0.1099,124:22:98:159
d30020,,greedy1,hm,0.4,101,4,0.4184,0.3736,0.1516,0.1348,22:154:81:21
d30020,,greedy1,R1,0.4,103,3,0.4075,0.3835,0.1111,0.1046,124:98:154
d30020,,greedy1,R2,0.4,101,4,0.4184,0.3736,0.1516,0.1348,22:154:81:21
d30020,,greedy1,am,0.5,104,4,0.4053,0.3934,0.1127,0.1099,124:22:98:159
d30020,,greedy1,hm,0.5,101,4,0.4184,0.3736,0.1516,0.1348,22:81:154:21
d30020,,greedy1,R1,0.5,104,4,0.4053,0.3934,0.1103,0.1076,124:98:22:159
d30020,,greedy1,R2,0.5,101,4,0.4184,0.3736,0.1516,0.1348,22:81:154:21
d30020,,greedy1,am,0.6,101,4,0.4091,0.3809,0.1352,0.1255,124:22:81:47
d30020,,greedy1,hm,0.6,101,4,0.4184,0.3736,0.1516,0.1348,22:81:154:21
d30020,,greedy1,R1,0.6,104,4,0.4053,0.3934,0.1103,0.1076,124:98:22:159
d30020,,greedy1,R2,0.6,101,4,0.4184,0.3736,0.1516,0.1348,22:81:21:154
d30020,,greedy1,am,0.8,48,2,0.5000,0.2210,0.1630,0.0711,124:81
d30020,,greedy1,hm,0.8,11,1,0.5909,0.0608,0.2750,0.0261,161
d30020,,greedy1,R1,0.8,45,2,0.5170,0.2137,0.1105,0.0450,124:54
d30020,,greedy1,R2,0.8,11,1,0.5909,0.0608,0.2750,0.0261,161
d31032,,greedy1,am,0,104,3,0.4275,0.3738,0.1540,0.1344,82:8:108
d31032,,greedy1,hm,0,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,R1,0,102,3,0.4419,0.3825,0.1301,0.1125,82:10:131
d31032,,greedy1,R2,0,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,am,0.1,101,3,0.4792,0.4018,0.1553,0.1299,82:98:127
d31032,,greedy1,hm,0.1,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,R1,0.1,100,3,0.4617,0.3950,0.1521,0.1295,82:44:98
d31032,,greedy1,R2,0.1,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,am,0.2,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,hm,0.2,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,R1,0.2,100,3,0.4617,0.3950,0.1521,0.1295,82:44:98
d31032,,greedy1,R2,0.2,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,am,0.3,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,hm,0.3,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,R1,0.3,100,3,0.4617,0.3950,0.1521,0.1295,82:44:98
d31032,,greedy1,R2,0.3,104,5,0.4554,0.4024,0.1950,0.1722,82:131:108:50:96
d31032,,greedy1,am,0.4,103,4,0.4725,0.4134,0.1944,0.1699,82:98:108:50
d31032,,greedy1,hm,0.4,104,5,0.4554,0.4024,0.1950,0.1722,82:131:108:50:96
d31032,,greedy1,R1,0.4,101,4,0.4747,0.4112,0.1224,0.1057,82:44:132:32
d31032,,greedy1,R2,0.4,104,5,0.4554,0.4024,0.1950,0.1722,82:131:108:50:96
d31032,,greedy1,am,0.5,103,5,0.5025,0.4442,0.1650,0.1461,82:131:132:50:46
d31032,,greedy1,hm,0.5,90,4,0.4830,0.3722,0.2098,0.1616,82:131:108:50
d31032,,greedy1,R1,0.5,97,4,0.5026,0.4217,0.1237,0.1037,82:81:9:46
d31032,,greedy1,R2,0.5,90,4,0.4830,0.3722,0.2098,0.1616,82:131:108:50
d31032,,greedy1,am,0.6,103,5,0.5025,0.4442,0.1650,0.1461,82:131:132:50:46
d31032,,greedy1,hm,0.6,90,4,0.4830,0.3722,0.2098,0.1616,82:131:50:108
d31032,,greedy1,R1,0.6,95,5,0.5323,0.4329,0.1495,0.1214,82:131:132:46:71
d31032,,greedy1,R2,0.6,90,4,0.4830,0.3722,0.2098,0.1616,82:131:50:108
d31032,,greedy1,am,0.8,50,2,0.6173,0.2645,0.2448,0.1037,82:131
d31032,,greedy1,hm,0.8,50,2,0.6173,0.2645,0.2448,0.1037,82:131
d31032,,greedy1,R1,0.8,50,2,0.6173,0.2645,0.2448,0.1037,82:131
d31032,,greedy1,R2,0.8,50,2,0.6173,0.2645,0.2448,0.1037,82:131
d30017,,greedy1,am,0,104,3,0.4100,0.3700,0.1237,0.1119,88:26:15
d30017,,greedy1,hm,0,99,3,0.4219,0.3656,0.1342,0.1164,88:26:32
d30017,,greedy1,R1,0,104,3,0.4053,0.3771,0.0784,0.0724,88:74:98
d30017,,greedy1,R2,0,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,am,0.1,99,3,0.4219,0.3656,0.1342,0.1164,88:26:32
d30017,,greedy1,hm,0.1,99,3,0.4219,0.3656,0.1342,0.1164,88:26:32
d30017,,greedy1,R1,0.1,104,3,0.4053,0.3771,0.0784,0.0724,88:74:98
d30017,,greedy1,R2,0.1,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,am,0.2,99,3,0.4219,0.3656,0.1342,0.1164,88:26:32
d30017,,greedy1,hm,0.2,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,R1,0.2,104,3,0.4053,0.3771,0.0784,0.0724,88:74:98
d30017,,greedy1,R2,0.2,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,am,0.3,99,3,0.4219,0.3656,0.1342,0.1164,88:26:32
d30017,,greedy1,hm,0.3,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,R1,0.3,104,3,0.4053,0.3771,0.0784,0.0724,88:74:98
d30017,,greedy1,R2,0.3,98,3,0.4176,0.3534,0.1371,0.1160,26:88:111
d30017,,greedy1,am,0.4,104,4,0.4338,0.3988,0.1213,0.1119,88:26:3:58
d30017,,greedy1,hm,0.4,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,R1,0.4,104,4,0.4345,0.4035,0.0858,0.0800,88:53:3:98
d30017,,greedy1,R2,0.4,98,3,0.4176,0.3534,0.1371,0.1160,26:88:111
d30017,,greedy1,am,0.5,104,4,0.4338,0.3988,0.1213,0.1119,88:26:3:58
d30017,,greedy1,hm,0.5,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,R1,0.5,103,4,0.4363,0.4019,0.0866,0.0800,88:53:3:100
d30017,,greedy1,R2,0.5,98,3,0.4176,0.3534,0.1371,0.1160,26:88:111
d30017,,greedy1,am,0.6,104,4,0.4338,0.3988,0.1213,0.1119,88:26:3:58
d30017,,greedy1,hm,0.6,99,3,0.4219,0.3656,0.1342,0.1164,26:88:32
d30017,,greedy1,R1,0.6,103,4,0.4363,0.4019,0.0866,0.0800,88:53:3:100
d30017,,greedy1,R2,0.6,98,3,0.4176,0.3534,0.1371,0.1160,26:88:111
d30017,,greedy1,am,0.8,94,3,0.4451,0.3651,0.1306,0.1072,26:88:3
d30017,,greedy1,hm,0.8,35,1,0.5076,0.1506,0.1953,0.0570,26
d30017,,greedy1,R1,0.8,81,4,0.4688,0.3404,0.0854,0.0617,88:3:100:65
d30017,,greedy1,R2,0.8,35,1,0.5076,0.1506,0.1953,0.0570,26
d30038,,greedy1,am,0,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,hm,0,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,R1,0,103,3,0.5126,0.4742,0.1173,0.1093,36:195:75
d30038,,greedy1,R2,0,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.1,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,hm,0.1,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,R1,0.1,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,R2,0.1,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.2,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,hm,0.2,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,R1,0.2,103,4,0.5168,0.5044,0.1529,0.1503,1:28:168:205
d30038,,greedy1,R2,0.2,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.3,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,hm,0.3,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,R1,0.3,103,4,0.5168,0.5044,0.1529,0.1503,1:28:168:205
d30038,,greedy1,R2,0.3,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.4,100,3,0.5258,0.4778,0.1771,0.1612,1:28:85
d30038,,greedy1,hm,0.4,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,R1,0.4,103,4,0.5168,0.5044,0.1529,0.1503,1:28:168:205
d30038,,greedy1,R2,0.4,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.5,100,4,0.5198,0.4922,0.1675,0.1596,1:28:168:79
d30038,,greedy1,hm,0.5,100,4,0.5312,0.4772,0.1895,0.1700,1:85:168:79
d30038,,greedy1,R1,0.5,103,4,0.5168,0.5044,0.1529,0.1503,1:28:168:205
d30038,,greedy1,R2,0.5,101,3,0.5026,0.4461,0.1888,0.1675,1:85:129
d30038,,greedy1,am,0.6,100,4,0.5198,0.4922,0.1675,0.1596,1:28:168:79
d30038,,greedy1,hm,0.6,100,4,0.5312,0.4772,0.1895,0.1700,1:85:79:168
d30038,,greedy1,R1,0.6,91,3,0.5435,0.4692,0.1676,0.1454,1:28:168
d30038,,greedy1,R2,0.6,98,4,0.5213,0.4575,0.1935,0.1697,1:85:79:192
d30038,,greedy1,am,0.8,38,1,0.6842,0.2428,0.2365,0.0832,1
d30038,,greedy1,hm,0.8,38,1,0.6842,0.2428,0.2365,0.0832,1
d30038,,greedy1,R1,0.8,69,2,0.5964,0.3914,0.1884,0.1241,1:28
d30038,,greedy1,R2,0.8,58,2,0.6295,0.3298,0.2227,0.1168,1:234
d30029,,greedy1,am,0,104,4,0.4660,0.4319,0.1520,0.1415,35:0:146:194
d30029,,greedy1,hm,0,104,4,0.4660,0.4319,0.1520,0.1415,35:0:146:194
d30029,,greedy1,R1,0,103,3,0.4525,0.4069,0.1389,0.1255,35:198:0
d30029,,greedy1,R2,0,104,4,0.4216,0.3861,0.1559,0.1433,0:35:185:194
d30029,,greedy1,am,0.1,104,4,0.4660,0.4319,0.1520,0.1415,35:0:146:194
d30029,,greedy1,hm,0.1,101,4,0.4798,0.4267,0.1913,0.1706,35:107:154:140
d30029,,greedy1,R1,0.1,100,3,0.4562,0.3979,0.1146,0.1007,35:79:198
d30029,,greedy1,R2,0.1,104,4,0.4216,0.3861,0.1559,0.1433,0:35:185:194
d30029,,greedy1,am,0.2,104,4,0.4660,0.4319,0.1520,0.1415,35:0:146:194
d30029,,greedy1,hm,0.2,104,4,0.4660,0.4319,0.1520,0.1415,0:35:146:194
d30029,,greedy1,R1,0.2,100,3,0.4562,0.3979,0.1146,0.1007,35:79:198
d30029,,greedy1,R2,0.2,104,4,0.4216,0.3861,0.1559,0.1433,0:35:185:194
d30029,,greedy1,am,0.3,103,5,0.5075,0.4563,0.1944,0.1751,35:107:34:140:194
d30029,,greedy1,hm,0.3,97,4,0.5026,0.4292,0.1915,0.1635,0:35:140:165
d30029,,greedy1,R1,0.3,104,4,0.4876,0.4427,0.1600,0.1457,35:79:34:101
d30029,,greedy1,R2,0.3,97,4,0.5000,0.4217,0.1989,0.1669,0:140:34:154
d30029,,greedy1,am,0.4,103,5,0.5075,0.4563,0.1944,0.1750,35:107:140:34:194
d30029,,greedy1,hm,0.4,97,4,0.5000,0.4217,0.1989,0.1669,0:140:34:154
d30029,,greedy1,R1,0.4,104,5,0.4926,0.4519,0.1559,0.1437,35:79:165:101:194
d30029,,greedy1,R2,0.4,97,4,0.5000,0.4217,0.1989,0.1669,0:140:34:154
d30029,,greedy1,am,0.5,103,5,0.5198,0.4722,0.1950,0.1777,35:107:140:165:10
d30029,,greedy1,hm,0.5,102,5,0.4975,0.4467,0.1995,0.1787,0:140:165:154:5
d30029,,greedy1,R1,0.5,104,5,0.4926,0.4519,0.1559,0.1437,35:79:165:101:194
d30029,,greedy1,R2,0.5,100,5,0.4646,0.4140,0.1990,0.1773,0:140:165:107:101
d30029,,greedy1,am,0.6,102,5,0.5100,0.4586,0.2045,0.1840,98:107:140:34:101
d30029,,greedy1,hm,0.6,102,5,0.4975,0.4467,0.1995,0.1787,0:140:165:154:5
d30029,,greedy1,R1,0.6,93,4,0.5192,0.4247,0.1750,0.1433,98:79:165:95
d30029,,greedy1,R2,0.6,95,5,0.4761,0.4026,0.2043,0.1727,0:140:165:107:5
d30029,,greedy1,am,0.8,55,3,0.6157,0.2986,0.2311,0.1111,98:165:140
d30029,,greedy1,hm,0.8,76,4,0.5567,0.3754,0.2297,0.1545,98:107:140:165
d30029,,greedy1,R1,0.8,39,2,0.6711,0.2289,0.2365,0.0793,98:165
d30029,,greedy1,R2,0.8,61,3,0.5500,0.2967,0.2331,0.1245,0:140:165
d30031,,greedy1,am,0,102,3,0.5051,0.4451,0.1830,0.1613,197:285:268
d30031,,greedy1,hm,0,102,3,0.5051,0.4451,0.1830,0.1613,285:197:268
d30031,,greedy1,R1,0,104,3,0.4515,0.4175,0.1054,0.0972,197:24:210
d30031,,greedy1,R2,0,102,3,0.5051,0.4451,0.1830,0.1613,285:197:268
d30031,,greedy1,am,0.1,102,3,0.5051,0.4451,0.1830,0.1613,197:285:268
d30031,,greedy1,hm,0.1,102,3,0.5051,0.4451,0.1830,0.1613,285:197:268
d30031,,greedy1,R1,0.1,101,3,0.5156,0.4448,0.1763,0.1526,197:285:111
d30031,,greedy1,R2,0.1,104,4,0.5225,0.4702,0.1843,0.1667,285:197:215:132
d30031,,greedy1,am,0.2,104,4,0.5051,0.4499,0.1837,0.1641,197:285:182:201
d30031,,greedy1,hm,0.2,104,4,0.5225,0.4702,0.1843,0.1667,285:197:215:132
d30031,,greedy1,R1,0.2,104,4,0.5076,0.4525,0.1786,0.1596,197:285:182:8
d30031,,greedy1,R2,0.2,102,4,0.4872,0.4292,0.1881,0.1657,285:182:268:201
d30031,,greedy1,am,0.3,95,3,0.5444,0.4410,0.1966,0.1596,197:285:182
d30031,,greedy1,hm,0.3,104,4,0.5225,0.4702,0.1843,0.1667,285:197:215:132
d30031,,greedy1,R1,0.3,95,3,0.5444,0.4410,0.1966,0.1596,197:285:182
d30031,,greedy1,R2,0.3,93,3,0.5225,0.4179,0.2017,0.1612,285:182:268
d30031,,greedy1,am,0.4,104,4,0.5225,0.4702,0.1843,0.1667,197:285:215:132
d30031,,greedy1,hm,0.4,100,4,0.5417,0.4677,0.2079,0.1801,285:182:175:215
d30031,,greedy1,R1,0.4,95,3,0.5444,0.4410,0.1966,0.1596,197:182:285
d30031,,greedy1,R2,0.4,93,3,0.5225,0.4179,0.2017,0.1612,285:182:268
d30031,,greedy1,am,0.5,104,4,0.5225,0.4702,0.1843,0.1667,197:285:215:132
d30031,,greedy1,hm,0.5,100,4,0.5417,0.4677,0.2079,0.1801,285:182:175:215
d30031,,greedy1,R1,0.5,95,3,0.5444,0.4410,0.1966,0.1596,197:182:285
d30031,,greedy1,R2,0.5,100,4,0.5417,0.4677,0.2079,0.1801,285:182:175:215
d30031,,greedy1,am,0.6,89,3,0.5559,0.4256,0.2083,0.1601,197:285:215
d30031,,greedy1,hm,0.6,100,4,0.5417,0.4677,0.2079,0.1801,285:182:175:215
d30031,,greedy1,R1,0.6,95,3,0.5444,0.4410,0.1966,0.1596,197:182:285
d30031,,greedy1,R2,0.6,100,4,0.5417,0.4677,0.2079,0.1801,285:182:175:215
d30031,,greedy1,am,0.8,47,2,0.6685,0.2756,0.2167,0.0878,182:175
d30031,,greedy1,hm,0.8,79,3,0.5900,0.3981,0.2230,0.1505,285:182:175
d30031,,greedy1,R1,0.8,47,2,0.6685,0.2756,0.2111,0.0856,175:182
d30031,,greedy1,R2,0.8,59,2,0.6000,0.2972,0.2454,0.1212,285:182
d30046,,greedy1,am,0,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R2,0,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.1,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.1,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.1,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R2,0.1,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.2,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.2,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.2,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R2,0.2,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.3,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.3,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.3,99,3,0.4613,0.4299,0.1641,0.1523,109:171:134
d30046,,greedy1,R2,0.3,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.4,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.4,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.4,99,3,0.4613,0.4299,0.1641,0.1523,109:171:134
d30046,,greedy1,R2,0.4,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.5,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.5,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.5,95,4,0.4868,0.4452,0.1303,0.1190,109:264:189:134
d30046,,greedy1,R2,0.5,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.6,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,hm,0.6,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.6,95,4,0.4868,0.4452,0.1303,0.1190,264:109:189:134
d30046,,greedy1,R2,0.6,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,am,0.8,28,1,0.6964,0.1880,0.1852,0.0490,264
d30046,,greedy1,hm,0.8,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30046,,greedy1,R1,0.8,28,1,0.6964,0.1880,0.1852,0.0490,264
d30046,,greedy1,R2,0.8,101,3,0.4592,0.4320,0.1830,0.1715,109:171:57
d30006,,greedy1,am,0,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,R1,0,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,am,0.1,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0.1,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
